skill_match,experience,resume_length,keyword_density,num_skills,education_level,cert_count,job_count,selected
0.5499999999999999,16.17,982,0.0,61,4,1,8,1
0.85,2.75,405,0.06383,13,4,0,7,1
0.783333333,0.42,377,0.0,10,0,0,1,0
0.85,3.67,786,0.0,22,0,0,4,0
0.55,10.92,646,0.0,29,3,2,4,0
0.65,0.17,581,0.0,22,3,4,2,0
0.383333333,0.75,279,0.0,7,3,0,3,0
0.65,7.58,415,0.0,11,3,0,1,0
0.85,6.67,447,0.020833,14,3,0,1,1
0.783333333,7.0,504,0.018182,14,0,0,2,0
0.45,8.08,384,0.0,6,4,0,5,0
0.85,15.75,1163,0.0,51,3,0,3,1
0.65,5.58,333,0.025641,16,3,0,1,0
0.85,36.08,1148,0.025641,51,3,0,8,1
0.85,19.5,783,0.0,31,3,2,4,1
0.75,5.92,624,0.0,29,0,0,4,0
0.76,20.33,474,0.050847,7,0,0,3,1
0.516666667,31.08,805,0.0,26,3,0,4,1
0.816666667,0.0,500,0.015873,7,3,0,2,0
0.85,6.92,539,0.014706,8,3,0,1,1
0.583333333,0.42,620,0.0,14,3,1,1,0
0.65,6.33,481,0.0,9,3,0,1,0
0.683333333,0.25,682,0.010989,8,3,0,1,0
0.65,11.33,1147,0.0,29,3,0,2,0
0.45,59.0,145,0.0,0,0,0,9,0
0.383333333,0.0,667,0.020833,11,3,0,1,0
0.65,24.33,1042,0.0,51,4,0,4,1
0.65,33.0,442,0.0,13,3,1,4,1
0.483333333,6.75,395,0.0,13,0,0,1,0
0.6,9.67,539,0.0,12,4,0,5,0
0.77,0.0,614,0.014085,11,3,0,1,0
0.3499999999999999,53.5,229,0.0,4,4,0,9,0
0.62,0.58,531,0.0,11,3,0,1,0
0.716666667,0.0,542,0.015152,14,0,1,1,0
0.8166666666666668,17.75,1355,0.013072,63,3,0,5,1
0.5166666666666667,28.83,1111,0.0,62,4,0,4,1
0.666666667,21.17,1115,0.0,61,3,0,5,1
0.65,39.58,545,0.0,16,4,2,3,1
0.3166666666666666,0.0,1523,0.0,90,4,3,4,0
0.65,1.25,389,0.0,10,0,0,1,0
0.716666667,0.25,462,0.0,10,3,0,1,0
0.6,15.75,963,0.0,51,3,0,3,1
0.85,10.0,2279,0.006944,46,4,0,3,1
0.5,13.33,2843,0.0,106,0,1,2,0
0.65,0.0,871,0.008547,10,4,0,0,0
0.6,1.17,526,0.0,15,3,1,1,0
0.716666667,3.08,710,0.0,36,4,0,2,0
0.75,0.92,395,0.0,7,3,0,2,0
0.85,1.5,673,0.011905,21,4,0,4,1
0.65,0.58,471,0.0,8,3,0,1,0
0.783333333,3.67,789,0.0,22,0,0,4,0
0.583333,51.92,368,0.04878,9,0,1,4,1
0.803333333,0.0,520,0.0,14,3,0,1,0
0.6,21.17,1122,0.008621,61,3,0,5,1
0.85,0.0,913,0.0,16,0,0,1,0
0.24,16.17,1112,0.0,61,4,1,8,0
0.65,20.17,1046,0.019231,52,3,0,3,1
0.693333333,28.08,1565,0.0,82,0,0,8,0
0.85,5.5,1101,0.0,60,0,0,3,0
0.283333333,1.25,649,0.0,12,4,2,5,0
0.75,19.42,417,0.0,15,0,0,5,0
0.35,2.83,452,0.036364,11,0,0,1,0
0.333333333,6.67,675,0.0,21,3,0,1,0
0.643333333,33.08,1392,0.0,62,0,0,6,0
0.85,8.25,789,0.010204,13,3,0,4,1
0.65,24.08,669,0.0,11,0,0,3,0
0.55,0.92,411,0.0,10,0,1,1,0
0.76,20.33,528,0.0,7,0,0,3,0
0.54,31.33,1071,0.0,66,0,0,4,0
0.65,12.83,841,0.0,36,3,0,5,0
0.826666667,7.17,766,0.0,12,3,0,1,1
0.333333333,0.0,728,0.0,10,4,0,0,0
0.35,16.08,398,0.0,7,0,2,3,0
0.816666667,7.0,669,0.012195,14,3,0,1,1
0.626666667,1.0,508,0.0,14,3,0,1,0
0.85,0.42,575,0.0,12,3,0,1,0
0.783333333,6.33,650,0.011628,21,3,0,1,1
0.85,2.58,759,0.012987,27,3,0,3,1
0.85,3.17,1178,0.0,33,4,0,3,1
0.65,19.67,272,0.0625,8,3,0,3,1
0.77,27.75,1459,0.018072,47,4,0,7,1
0.5499999999999999,3.75,988,0.0,35,4,0,3,0
0.2166666666666666,0.0,1092,0.0,56,0,0,7,0
0.3166666666666666,19.92,849,0.01087,22,3,0,4,0
0.716666667,6.42,348,0.0,13,3,0,1,0
0.65,15.42,377,0.0,5,3,0,3,1
0.716666667,14.17,796,0.0,10,4,2,3,1
0.65,21.42,481,0.0,19,0,0,4,0
0.95,0.75,822,0.0,18,3,0,1,0
0.446666667,15.17,483,0.037736,13,3,0,3,1
0.463333333,18.25,1123,0.0,70,4,0,10,1
0.85,34.33,623,0.0,10,3,0,6,1
0.783333333,10.83,1012,0.0,48,0,0,6,0
0.65,3.0,390,0.0,13,4,0,2,0
0.816666667,40.08,1356,0.011299,13,0,0,4,1
0.85,4.0,715,0.0,28,0,0,3,0
0.683333333,3.0,391,0.0,13,4,0,2,0
0.65,8.08,339,0.0,6,4,0,5,0
0.816666667,6.75,579,0.016129,13,0,0,1,0
0.7833333333333333,3.17,808,0.0,33,4,0,3,0
0.55,14.17,778,0.0,10,4,2,3,1
0.8166666666666668,13.83,853,0.0,36,0,0,6,0
0.35,9.67,947,0.032,16,0,0,3,0
0.62,6.33,684,0.0,21,3,0,1,0
0.683333333,18.92,811,0.0,32,0,0,4,0
0.716666667,0.42,554,0.027397,6,0,0,1,0
0.316666667,0.42,702,0.0,19,3,0,1,0
0.873333333,33.25,2257,0.0,113,0,0,3,1
0.716666667,25.5,501,0.0,20,4,0,7,1
0.683333333,0.0,620,0.013333,8,4,0,1,0
0.816666667,8.17,552,0.015625,10,0,0,3,0
0.7366666666666667,21.75,667,0.0,38,4,0,5,1
0.65,22.0,489,0.0,26,0,0,3,0
0.45,6.83,395,0.0,11,3,0,1,0
0.7833333333333333,15.42,515,0.0,5,3,0,3,1
0.65,34.67,461,0.0,10,4,0,3,1
0.576666667,0.0,331,0.0,8,3,0,1,0
0.75,13.83,855,0.0,36,0,0,6,0
0.34,19.83,351,0.0,14,4,1,4,0
0.3066666666666666,3.58,877,0.0,58,3,0,4,0
0.7166666666666667,16.17,1484,0.0,61,4,1,8,1
0.85,33.25,2075,0.0,113,0,0,3,1
0.716666667,5.92,551,0.0,12,3,0,1,0
0.35,6.5,368,0.0,10,4,0,1,0
0.19,31.08,773,0.0,26,3,0,4,0
0.5,34.92,391,0.022222,8,3,0,7,1
0.85,19.17,565,0.0,39,0,0,3,1
0.65,0.25,484,0.0,9,0,0,1,0
0.593333333,0.0,586,0.0,12,3,0,1,0
0.45,13.33,3322,0.0,83,3,4,3,0
0.9266666666666667,18.17,1085,0.0,32,3,0,5,1
0.5333333333333333,3.58,1006,0.009804,58,3,0,4,0
0.85,6.33,613,0.0,16,3,0,1,1
0.85,31.83,939,0.0,15,0,0,3,1
0.546666667,0.0,519,0.0,6,3,0,0,0
0.7833333333333333,17.83,592,0.0,14,3,0,5,1
0.5833333333333334,13.92,445,0.0,8,0,0,4,0
0.95,10.0,2431,0.0,46,4,0,3,1
0.716666667,11.17,373,0.0,10,3,0,3,1
0.783333333,4.33,512,0.028169,3,0,0,2,0
0.85,0.17,700,0.024096,22,3,4,2,0
0.85,36.08,1142,0.008772,51,3,0,8,1
0.8166666666666668,13.83,882,0.0,36,0,0,6,0
0.65,14.17,798,0.0,10,4,2,3,1
0.516666667,0.42,401,0.0,10,0,0,1,0
0.65,6.33,459,0.0,6,0,0,2,0
0.7266666666666666,17.92,492,0.0,4,3,0,4,1
0.85,35.83,2145,0.012876,91,4,0,3,1
0.85,6.67,820,0.0,21,3,0,1,1
0.55,59.0,253,0.0,0,0,0,9,0
0.7166666666666667,7.08,891,0.019048,33,4,0,3,1
0.816666667,31.33,593,0.0,14,0,0,3,1
0.75,0.0,679,0.0,16,0,0,1,0
0.083333333,0.83,485,0.0,0,0,0,2,0
0.783333333,0.5,269,0.03125,6,3,0,2,0
0.7833333333333333,18.17,1110,0.0,32,3,0,5,1
0.65,0.58,473,0.019231,8,3,0,1,0
0.65,0.25,318,0.0,6,3,0,2,0
0.2833333333333333,19.92,664,0.0,22,3,0,4,0
0.5499999999999999,17.83,579,0.0,14,3,0,5,1
0.0999999999999999,13.17,924,0.0,40,3,0,4,0
0.45,0.0,519,0.0,10,3,0,1,0
0.716666667,33.25,2073,0.0,113,0,0,3,0
0.55,4.58,327,0.0,6,3,0,4,0
0.803333333,34.17,662,0.0,20,4,0,4,1
0.333333333,6.75,363,0.0,13,0,0,1,0
0.85,0.0,539,0.015152,10,3,0,1,0
0.85,22.67,649,0.0,12,3,0,8,1
0.416666667,1.67,444,0.0,10,0,0,1,0
0.626666667,5.58,585,0.0,16,3,0,1,0
0.826666667,5.25,689,0.041096,32,4,0,3,1
0.683333333,0.67,456,0.0,15,3,0,1,0
0.65,0.42,569,0.028169,14,3,1,1,0
0.75,0.42,462,0.056604,12,3,0,1,1
0.85,0.75,693,0.0,18,3,0,1,0
0.8266666666666667,34.17,1330,0.0,36,4,0,3,1
0.7933333333333333,8.5,1074,0.0,26,0,0,6,0
0.683333333,0.67,325,0.0,9,3,0,1,0
0.85,13.92,439,0.0,8,0,0,4,0
0.643333333,9.67,559,0.0,12,4,0,5,1
0.65,6.17,588,0.012346,6,3,0,1,0
0.7600000000000001,19.42,695,0.042254,27,0,2,3,1
0.816666667,15.17,534,0.018182,13,3,0,3,1
0.85,3.75,1378,0.0,35,4,0,3,1
0.45,3.0,325,0.054054,7,5,0,3,1
0.85,7.17,676,0.0,17,0,0,1,0
0.85,7.17,592,0.0,12,3,0,1,1
0.65,6.5,580,0.0,10,4,0,1,0
0.6833333333333332,21.75,783,0.012987,38,4,0,5,1
0.0,0.5,533,0.029412,7,3,0,1,0
0.693333333,16.17,1054,0.0,27,3,0,2,1
0.6,20.5,2009,0.0,17,4,6,3,1
0.45,19.5,500,0.0,31,3,2,4,0
0.85,3.67,795,0.011364,22,0,0,4,0
0.716666667,0.25,342,0.028571,6,3,0,2,0
0.75,0.0,240,0.0,6,3,0,0,0
0.783333333,2.08,902,0.0,52,4,0,3,0
0.77,4.75,818,0.011494,30,3,0,4,0
0.55,1.75,338,0.0,7,3,0,1,0
0.34,20.17,1083,0.0,52,3,0,3,0
0.85,35.5,1261,0.0,34,3,18,7,1
0.85,33.67,605,0.0,0,3,0,6,1
0.546666667,0.25,411,0.04,16,3,0,1,0
0.476666667,0.92,385,0.042553,10,0,1,1,0
0.85,25.42,1366,0.0,56,4,0,4,1
0.65,0.42,356,0.0,12,3,0,1,0
0.65,6.33,459,0.04,16,3,0,1,1
0.65,27.67,719,0.0,35,0,0,4,0
0.5499999999999999,14.33,1169,0.007194,45,4,0,6,1
0.85,0.0,660,0.0,11,3,0,1,0
0.75,13.33,2835,0.0,106,0,1,2,0
0.816666667,7.0,417,0.0,16,3,0,1,1
0.316666667,0.58,710,0.0,11,3,0,2,0
0.683333333,11.33,1039,0.0,29,3,0,2,0
0.716666667,7.0,729,0.0,14,3,0,1,0
0.65,13.83,966,0.0,36,0,0,6,0
0.3166666666666666,0.0,1126,0.0,56,0,0,7,0
0.716666667,0.17,380,0.0,8,3,0,1,0
0.35,0.25,450,0.0,11,3,0,1,0
0.7833333333333333,17.83,837,0.0,14,3,0,5,1
0.75,1.5,653,0.027397,34,0,2,3,0
0.85,13.67,520,0.0,20,0,0,4,0
0.85,2.58,814,0.011905,27,3,0,3,0
0.7166666666666667,25.25,680,0.0,24,0,1,5,0
0.5499999999999999,33.67,447,0.0,0,3,0,6,1
0.783333333,20.33,337,0.0,7,0,0,3,1
0.616666667,1.67,414,0.020833,6,3,0,1,0
0.85,3.0,1148,0.008,27,4,0,6,1
0.85,23.08,1335,0.021277,39,3,0,5,1
0.75,34.33,785,0.0,59,0,1,4,0
0.61,6.67,426,0.0,14,3,0,1,0
0.683333333,1.67,376,0.0,12,3,0,2,0
0.35,0.58,431,0.0,11,3,0,1,0
0.65,0.58,531,0.0,11,3,0,1,0
0.65,6.42,506,0.0,13,3,0,1,0
0.6,0.58,371,0.0,11,3,0,1,0
0.35,0.58,548,0.027027,7,3,0,1,0
0.366666667,2.75,307,0.052632,13,4,0,7,0
0.35,0.25,305,0.0,16,3,0,1,0
0.826666667,0.42,395,0.0,10,0,0,1,0
0.65,11.17,345,0.0,10,3,0,3,0
0.8166666666666668,33.67,422,0.0,0,3,0,6,1
0.346666667,1.0,718,0.0,15,0,0,1,0
0.716666667,0.75,693,0.01087,15,4,0,1,0
0.716666667,1.67,471,0.058824,12,3,0,2,1
0.85,3.08,757,0.0,36,4,0,2,1
0.6433333333333334,28.83,1105,0.0,62,4,0,4,1
0.55,0.0,416,0.0,11,3,0,1,0
0.683333333,9.67,756,0.0,16,0,0,3,0
0.75,0.33,696,0.010753,15,3,2,1,0
0.683333333,23.92,927,0.0,15,0,0,3,0
0.35,6.5,435,0.0,10,4,0,1,0
0.85,19.83,634,0.0,14,4,1,4,1
0.683333333,31.33,682,0.0,48,0,0,4,0
0.6933333333333334,17.92,274,0.0,4,3,0,4,1
0.716666667,27.83,534,0.014493,13,0,0,3,1
0.816666667,0.75,683,0.0,7,0,1,1,0
0.7166666666666667,3.25,439,0.0,10,3,0,1,0
0.783333,51.92,469,0.0,9,0,1,4,1
0.8166666666666668,26.17,918,0.0,35,4,0,2,1
0.4766666666666667,3.75,876,0.0,35,4,0,3,0
0.826666667,2.08,1060,0.0,52,4,0,3,1
0.416666667,1.67,729,0.0,17,0,0,1,0
0.383333333,20.5,512,0.0,29,0,0,4,0
0.75,18.25,1308,0.007752,70,4,0,10,1
0.85,35.83,2039,0.0,91,4,0,3,1
0.75,1.33,640,0.016129,26,0,0,4,0
0.416666667,0.92,1136,0.015748,45,4,0,3,0
0.85,1.0,724,0.034483,4,3,0,2,1
0.85,0.33,596,0.0,15,3,2,1,0
0.65,7.75,412,0.0,9,0,0,3,0
0.5766666666666667,31.58,1304,0.0,65,0,0,4,0
0.85,6.33,697,0.0,9,3,0,1,1
0.843333333,8.25,2936,0.003175,144,0,0,6,0
0.75,40.83,1009,0.0,47,4,0,7,1
0.65,4.33,420,0.0,6,0,0,2,0
0.35,0.17,404,0.0,8,3,0,1,0
0.35,0.58,349,0.04878,8,3,0,1,0
0.3833333333333333,13.92,429,0.0,8,0,0,4,0
0.85,40.83,1011,0.0,47,4,0,7,1
0.683333333,20.33,395,0.0,7,0,0,3,0
0.783333333,23.92,912,0.0,15,0,0,3,1
0.5,26.75,380,0.0,9,4,0,3,1
0.783333333,17.17,747,0.0,33,4,0,7,1
0.333333333,0.58,250,0.0,12,3,0,1,0
0.4166666666666667,13.83,879,0.0,36,0,0,6,0
0.65,0.0,722,0.049505,11,3,0,1,0
0.583333333,27.67,737,0.0,35,0,0,4,0
0.35,35.17,391,0.0,18,0,0,3,0
0.45,6.5,328,0.054054,11,3,0,2,0
0.65,0.67,364,0.0,15,3,0,1,0
0.75,4.75,893,0.03125,30,3,0,4,1
0.816666667,22.92,527,0.0,7,0,0,4,1
0.75,0.67,308,0.0,6,4,1,1,0
0.783333333,1.5,782,0.0,34,0,2,3,0
0.85,12.83,729,0.0,36,3,0,5,1
0.6,6.0,1287,0.0,16,3,0,3,0
0.62,1.42,470,0.0,16,3,0,2,0
0.75,19.92,752,0.0,22,3,0,4,1
0.65,6.08,435,0.0,6,0,0,2,0
0.85,15.17,667,0.015152,39,4,0,3,1
0.7166666666666667,17.75,1249,0.0,63,3,0,5,1
0.85,31.83,948,0.0,15,0,0,3,1
0.316666667,31.08,842,0.0,26,3,0,4,0
0.76,9.67,929,0.0,12,4,0,5,1
0.75,34.17,762,0.0,33,4,0,5,1
0.45,13.33,2803,0.003012,106,0,1,2,0
0.7599999999999999,21.75,829,0.0,38,4,0,5,1
0.793333333,3.0,418,0.0,13,4,0,2,0
0.57,35.83,2164,0.0,91,4,0,3,1
0.683333333,1.75,655,0.0,7,3,0,1,0
0.65,31.33,793,0.0,48,0,0,4,0
0.7166666666666667,17.92,294,0.0,4,3,0,4,1
0.55,6.83,575,0.0,12,3,0,1,0
0.6166666666666667,25.25,690,0.0125,24,0,1,5,0
0.85,8.5,1248,0.0,26,0,0,6,0
0.7833333333333333,17.83,680,0.0,14,3,0,5,1
0.65,6.42,355,0.0,13,3,0,1,0
0.45,25.08,588,0.0,25,0,0,5,0
0.65,0.0,473,0.0,12,3,0,1,0
0.85,6.42,331,0.0,13,3,0,1,1
0.7266666666666666,38.67,976,0.0,38,0,0,7,0
0.683333333,6.25,600,0.0,14,3,1,1,0
0.65,13.67,517,0.0,20,0,0,4,0
0.583333333,7.08,464,0.0,11,3,0,2,0
0.65,8.25,848,0.0,13,3,0,4,0
0.623333333,16.17,1009,0.0,27,3,0,2,1
0.316666667,27.83,611,0.0,13,0,0,3,0
0.35,0.42,258,0.0,12,3,0,1,0
0.85,7.17,632,0.0,12,3,0,1,1
0.65,0.0,565,0.0,10,3,0,1,0
0.6833333333333332,19.92,770,0.0,22,3,0,4,1
0.826666667,0.75,1142,0.0,15,4,0,1,0
0.65,6.17,624,0.0,6,3,0,1,0
0.613333333,0.58,617,0.0,7,3,0,1,0
0.76,6.83,702,0.022472,16,3,0,1,1
0.283333333,3.0,878,0.0,27,4,0,6,0
